Sales_20_Target_Category,Sales_20_Target_Order_20_Date,Sales_20_Target_Segment,Sales_20_Target_Sales_20_Target,Sales_20_Target_Cat_2e_seg_20_ID
Office Supplies,19 February 2021,Corporate,35,2021_2_19_Office Supplies_Corporate
Office Supplies,20 February 2021,Consumer,14,2021_2_20_Office Supplies_Consumer
Office Supplies,21 February 2021,Corporate,795,2021_2_21_Office Supplies_Corporate
Office Supplies,21 February 2021,Home Office,410,2021_2_21_Office Supplies_Home Office
Office Supplies,22 February 2021,Consumer,11,2021_2_22_Office Supplies_Consumer
Office Supplies,22 February 2021,Home Office,427,2021_2_22_Office Supplies_Home Office
Office Supplies,23 February 2021,Corporate,62,2021_2_23_Office Supplies_Corporate
Office Supplies,25 February 2021,Consumer,49,2021_2_25_Office Supplies_Consumer
Office Supplies,27 February 2021,Consumer,225,2021_2_27_Office Supplies_Consumer
Office Supplies,28 February 2021,Consumer,106,2021_2_28_Office Supplies_Consumer
Office Supplies,28 February 2021,Corporate,34,2021_2_28_Office Supplies_Corporate
Office Supplies,01 March 2021,Consumer,366,2021_3_1_Office Supplies_Consumer
Office Supplies,03 March 2021,Consumer,"4,354",2021_3_3_Office Supplies_Consumer
Office Supplies,03 March 2021,Corporate,61,2021_3_3_Office Supplies_Corporate
Office Supplies,04 March 2021,Consumer,126,2021_3_4_Office Supplies_Consumer
Office Supplies,04 March 2021,Corporate,10,2021_3_4_Office Supplies_Corporate
Office Supplies,04 March 2021,Home Office,18,2021_3_4_Office Supplies_Home Office
Office Supplies,05 March 2021,Corporate,159,2021_3_5_Office Supplies_Corporate
Office Supplies,06 March 2021,Consumer,4,2021_3_6_Office Supplies_Consumer
Office Supplies,06 March 2021,Home Office,2,2021_3_6_Office Supplies_Home Office
Office Supplies,08 March 2021,Consumer,93,2021_3_8_Office Supplies_Consumer
Office Supplies,08 March 2021,Corporate,192,2021_3_8_Office Supplies_Corporate
Office Supplies,08 March 2021,Home Office,132,2021_3_8_Office Supplies_Home Office
Office Supplies,09 March 2021,Consumer,69,2021_3_9_Office Supplies_Consumer
Office Supplies,10 March 2021,Corporate,92,2021_3_10_Office Supplies_Corporate
Office Supplies,10 March 2021,Home Office,16,2021_3_10_Office Supplies_Home Office
Office Supplies,11 March 2021,Corporate,16,2021_3_11_Office Supplies_Corporate
Office Supplies,11 March 2021,Home Office,496,2021_3_11_Office Supplies_Home Office
Office Supplies,12 March 2021,Consumer,47,2021_3_12_Office Supplies_Consumer
Office Supplies,12 March 2021,Corporate,936,2021_3_12_Office Supplies_Corporate
Office Supplies,13 March 2021,Consumer,73,2021_3_13_Office Supplies_Consumer
Office Supplies,13 March 2021,Corporate,"4,966",2021_3_13_Office Supplies_Corporate
Office Supplies,13 March 2021,Home Office,445,2021_3_13_Office Supplies_Home Office
Office Supplies,14 March 2021,Consumer,131,2021_3_14_Office Supplies_Consumer
Office Supplies,14 March 2021,Corporate,41,2021_3_14_Office Supplies_Corporate
Office Supplies,15 March 2021,Corporate,30,2021_3_15_Office Supplies_Corporate
Office Supplies,15 March 2021,Home Office,325,2021_3_15_Office Supplies_Home Office
Office Supplies,17 March 2021,Consumer,"1,209",2021_3_17_Office Supplies_Consumer
Office Supplies,18 March 2021,Consumer,811,2021_3_18_Office Supplies_Consumer
Office Supplies,19 March 2021,Corporate,32,2021_3_19_Office Supplies_Corporate
Office Supplies,20 March 2021,Consumer,45,2021_3_20_Office Supplies_Consumer
Office Supplies,21 March 2021,Consumer,17,2021_3_21_Office Supplies_Consumer
Office Supplies,21 March 2021,Corporate,1,2021_3_21_Office Supplies_Corporate
Office Supplies,24 March 2021,Consumer,16,2021_3_24_Office Supplies_Consumer
Office Supplies,24 March 2021,Corporate,21,2021_3_24_Office Supplies_Corporate
Office Supplies,25 March 2021,Corporate,53,2021_3_25_Office Supplies_Corporate
Office Supplies,26 March 2021,Consumer,103,2021_3_26_Office Supplies_Consumer
Office Supplies,26 March 2021,Corporate,446,2021_3_26_Office Supplies_Corporate
Office Supplies,27 March 2021,Corporate,30,2021_3_27_Office Supplies_Corporate
Office Supplies,28 March 2021,Consumer,98,2021_3_28_Office Supplies_Consumer
Office Supplies,28 March 2021,Corporate,29,2021_3_28_Office Supplies_Corporate
Office Supplies,29 March 2021,Consumer,86,2021_3_29_Office Supplies_Consumer
Office Supplies,29 March 2021,Home Office,43,2021_3_29_Office Supplies_Home Office
Office Supplies,30 March 2021,Corporate,11,2021_3_30_Office Supplies_Corporate
Office Supplies,01 April 2021,Consumer,742,2021_4_1_Office Supplies_Consumer
Office Supplies,01 April 2021,Corporate,108,2021_4_1_Office Supplies_Corporate
Office Supplies,03 April 2021,Consumer,104,2021_4_3_Office Supplies_Consumer
Office Supplies,03 April 2021,Home Office,9,2021_4_3_Office Supplies_Home Office
Office Supplies,04 April 2021,Consumer,542,2021_4_4_Office Supplies_Consumer
Office Supplies,04 April 2021,Home Office,60,2021_4_4_Office Supplies_Home Office
Office Supplies,05 April 2021,Consumer,715,2021_4_5_Office Supplies_Consumer
Office Supplies,05 April 2021,Home Office,162,2021_4_5_Office Supplies_Home Office
Office Supplies,07 April 2021,Consumer,67,2021_4_7_Office Supplies_Consumer
Office Supplies,07 April 2021,Corporate,33,2021_4_7_Office Supplies_Corporate
Office Supplies,08 April 2021,Consumer,"1,151",2021_4_8_Office Supplies_Consumer
Office Supplies,08 April 2021,Home Office,197,2021_4_8_Office Supplies_Home Office
Office Supplies,09 April 2021,Corporate,31,2021_4_9_Office Supplies_Corporate
Office Supplies,09 April 2021,Home Office,6,2021_4_9_Office Supplies_Home Office
Office Supplies,10 April 2021,Consumer,919,2021_4_10_Office Supplies_Consumer
Office Supplies,10 April 2021,Corporate,52,2021_4_10_Office Supplies_Corporate
Office Supplies,12 April 2021,Consumer,179,2021_4_12_Office Supplies_Consumer
Office Supplies,12 April 2021,Corporate,163,2021_4_12_Office Supplies_Corporate
Office Supplies,13 April 2021,Consumer,5,2021_4_13_Office Supplies_Consumer
Office Supplies,14 April 2021,Consumer,154,2021_4_14_Office Supplies_Consumer
Office Supplies,15 April 2021,Corporate,41,2021_4_15_Office Supplies_Corporate
Office Supplies,15 April 2021,Home Office,321,2021_4_15_Office Supplies_Home Office
Office Supplies,16 April 2021,Consumer,166,2021_4_16_Office Supplies_Consumer
Office Supplies,16 April 2021,Corporate,25,2021_4_16_Office Supplies_Corporate
Office Supplies,17 April 2021,Home Office,29,2021_4_17_Office Supplies_Home Office
Office Supplies,18 April 2021,Consumer,214,2021_4_18_Office Supplies_Consumer
Office Supplies,18 April 2021,Corporate,"1,663",2021_4_18_Office Supplies_Corporate
Office Supplies,18 April 2021,Home Office,221,2021_4_18_Office Supplies_Home Office
Office Supplies,19 April 2021,Consumer,782,2021_4_19_Office Supplies_Consumer
Office Supplies,19 April 2021,Home Office,398,2021_4_19_Office Supplies_Home Office
Office Supplies,21 April 2021,Consumer,83,2021_4_21_Office Supplies_Consumer
Office Supplies,21 April 2021,Corporate,188,2021_4_21_Office Supplies_Corporate
Office Supplies,22 April 2021,Consumer,34,2021_4_22_Office Supplies_Consumer
Office Supplies,22 April 2021,Home Office,332,2021_4_22_Office Supplies_Home Office
Office Supplies,23 April 2021,Consumer,343,2021_4_23_Office Supplies_Consumer
Office Supplies,23 April 2021,Corporate,291,2021_4_23_Office Supplies_Corporate
Office Supplies,24 April 2021,Consumer,4,2021_4_24_Office Supplies_Consumer
Office Supplies,24 April 2021,Home Office,17,2021_4_24_Office Supplies_Home Office
Office Supplies,25 April 2021,Consumer,24,2021_4_25_Office Supplies_Consumer
Office Supplies,28 April 2021,Corporate,14,2021_4_28_Office Supplies_Corporate
Office Supplies,28 April 2021,Home Office,27,2021_4_28_Office Supplies_Home Office
Office Supplies,30 April 2021,Consumer,8,2021_4_30_Office Supplies_Consumer
Office Supplies,01 May 2021,Consumer,162,2021_5_1_Office Supplies_Consumer
Office Supplies,02 May 2021,Consumer,194,2021_5_2_Office Supplies_Consumer
Office Supplies,02 May 2021,Corporate,114,2021_5_2_Office Supplies_Corporate
Office Supplies,03 May 2021,Consumer,232,2021_5_3_Office Supplies_Consumer
Office Supplies,05 May 2021,Consumer,81,2021_5_5_Office Supplies_Consumer
Office Supplies,05 May 2021,Corporate,19,2021_5_5_Office Supplies_Corporate
Office Supplies,05 May 2021,Home Office,89,2021_5_5_Office Supplies_Home Office
Office Supplies,06 May 2021,Consumer,3,2021_5_6_Office Supplies_Consumer
Office Supplies,06 May 2021,Home Office,113,2021_5_6_Office Supplies_Home Office
Office Supplies,07 May 2021,Consumer,143,2021_5_7_Office Supplies_Consumer
Office Supplies,08 May 2021,Consumer,"1,038",2021_5_8_Office Supplies_Consumer
Office Supplies,09 May 2021,Consumer,105,2021_5_9_Office Supplies_Consumer
Office Supplies,09 May 2021,Corporate,"1,035",2021_5_9_Office Supplies_Corporate
Office Supplies,09 May 2021,Home Office,9,2021_5_9_Office Supplies_Home Office
Office Supplies,10 May 2021,Consumer,21,2021_5_10_Office Supplies_Consumer
Office Supplies,11 May 2021,Consumer,5,2021_5_11_Office Supplies_Consumer
Office Supplies,12 May 2021,Consumer,58,2021_5_12_Office Supplies_Consumer
Office Supplies,12 May 2021,Corporate,96,2021_5_12_Office Supplies_Corporate
Office Supplies,14 May 2021,Corporate,123,2021_5_14_Office Supplies_Corporate
Office Supplies,15 May 2021,Consumer,39,2021_5_15_Office Supplies_Consumer
Office Supplies,15 May 2021,Home Office,563,2021_5_15_Office Supplies_Home Office
Office Supplies,16 May 2021,Consumer,586,2021_5_16_Office Supplies_Consumer
Office Supplies,17 May 2021,Consumer,127,2021_5_17_Office Supplies_Consumer
Office Supplies,17 May 2021,Corporate,28,2021_5_17_Office Supplies_Corporate
Office Supplies,18 May 2021,Consumer,114,2021_5_18_Office Supplies_Consumer
Office Supplies,19 May 2021,Consumer,775,2021_5_19_Office Supplies_Consumer
Office Supplies,19 May 2021,Corporate,103,2021_5_19_Office Supplies_Corporate
Office Supplies,20 May 2021,Consumer,3,2021_5_20_Office Supplies_Consumer
Office Supplies,20 May 2021,Home Office,62,2021_5_20_Office Supplies_Home Office
Office Supplies,21 May 2021,Corporate,174,2021_5_21_Office Supplies_Corporate
Office Supplies,22 May 2021,Consumer,634,2021_5_22_Office Supplies_Consumer
Office Supplies,23 May 2021,Consumer,18,2021_5_23_Office Supplies_Consumer
Office Supplies,23 May 2021,Home Office,5,2021_5_23_Office Supplies_Home Office
Office Supplies,24 May 2021,Home Office,294,2021_5_24_Office Supplies_Home Office
Office Supplies,25 May 2021,Home Office,"1,351",2021_5_25_Office Supplies_Home Office
Office Supplies,26 May 2021,Consumer,104,2021_5_26_Office Supplies_Consumer
Office Supplies,26 May 2021,Corporate,203,2021_5_26_Office Supplies_Corporate
Office Supplies,27 May 2021,Consumer,"1,180",2021_5_27_Office Supplies_Consumer
Office Supplies,27 May 2021,Corporate,431,2021_5_27_Office Supplies_Corporate
Office Supplies,28 May 2021,Consumer,706,2021_5_28_Office Supplies_Consumer
Office Supplies,28 May 2021,Corporate,110,2021_5_28_Office Supplies_Corporate
Office Supplies,29 May 2021,Consumer,41,2021_5_29_Office Supplies_Consumer
Office Supplies,30 May 2021,Consumer,122,2021_5_30_Office Supplies_Consumer
Office Supplies,30 May 2021,Corporate,139,2021_5_30_Office Supplies_Corporate
Office Supplies,30 May 2021,Home Office,"1,160",2021_5_30_Office Supplies_Home Office
Office Supplies,31 May 2021,Consumer,40,2021_5_31_Office Supplies_Consumer
Office Supplies,02 June 2021,Corporate,140,2021_6_2_Office Supplies_Corporate
Office Supplies,04 June 2021,Consumer,114,2021_6_4_Office Supplies_Consumer
Office Supplies,05 June 2021,Consumer,434,2021_6_5_Office Supplies_Consumer
Office Supplies,05 June 2021,Corporate,58,2021_6_5_Office Supplies_Corporate
Office Supplies,05 June 2021,Home Office,144,2021_6_5_Office Supplies_Home Office
Office Supplies,06 June 2021,Consumer,820,2021_6_6_Office Supplies_Consumer
Office Supplies,06 June 2021,Corporate,93,2021_6_6_Office Supplies_Corporate
Office Supplies,06 June 2021,Home Office,110,2021_6_6_Office Supplies_Home Office
Office Supplies,07 June 2021,Home Office,52,2021_6_7_Office Supplies_Home Office
Office Supplies,10 June 2021,Consumer,81,2021_6_10_Office Supplies_Consumer
Office Supplies,11 June 2021,Consumer,73,2021_6_11_Office Supplies_Consumer
Office Supplies,11 June 2021,Corporate,10,2021_6_11_Office Supplies_Corporate
Office Supplies,12 June 2021,Consumer,552,2021_6_12_Office Supplies_Consumer
Office Supplies,12 June 2021,Corporate,478,2021_6_12_Office Supplies_Corporate
Office Supplies,12 June 2021,Home Office,417,2021_6_12_Office Supplies_Home Office
Office Supplies,13 June 2021,Consumer,57,2021_6_13_Office Supplies_Consumer
Office Supplies,14 June 2021,Consumer,42,2021_6_14_Office Supplies_Consumer
Office Supplies,14 June 2021,Home Office,16,2021_6_14_Office Supplies_Home Office
Office Supplies,15 June 2021,Consumer,156,2021_6_15_Office Supplies_Consumer
Office Supplies,16 June 2021,Consumer,51,2021_6_16_Office Supplies_Consumer
Office Supplies,17 June 2021,Consumer,680,2021_6_17_Office Supplies_Consumer
Office Supplies,17 June 2021,Corporate,17,2021_6_17_Office Supplies_Corporate
Office Supplies,18 June 2021,Consumer,83,2021_6_18_Office Supplies_Consumer
Office Supplies,18 June 2021,Corporate,479,2021_6_18_Office Supplies_Corporate
Office Supplies,19 June 2021,Corporate,15,2021_6_19_Office Supplies_Corporate
Office Supplies,20 June 2021,Consumer,256,2021_6_20_Office Supplies_Consumer
Office Supplies,20 June 2021,Corporate,52,2021_6_20_Office Supplies_Corporate
Office Supplies,20 June 2021,Home Office,500,2021_6_20_Office Supplies_Home Office
Office Supplies,21 June 2021,Consumer,200,2021_6_21_Office Supplies_Consumer
Office Supplies,21 June 2021,Corporate,1,2021_6_21_Office Supplies_Corporate
Office Supplies,23 June 2021,Consumer,"1,387",2021_6_23_Office Supplies_Consumer
Office Supplies,24 June 2021,Consumer,364,2021_6_24_Office Supplies_Consumer
Office Supplies,24 June 2021,Corporate,9,2021_6_24_Office Supplies_Corporate
Office Supplies,25 June 2021,Consumer,59,2021_6_25_Office Supplies_Consumer
Office Supplies,25 June 2021,Corporate,298,2021_6_25_Office Supplies_Corporate
Office Supplies,26 June 2021,Consumer,16,2021_6_26_Office Supplies_Consumer
Office Supplies,26 June 2021,Corporate,838,2021_6_26_Office Supplies_Corporate
Office Supplies,26 June 2021,Home Office,592,2021_6_26_Office Supplies_Home Office
Office Supplies,27 June 2021,Corporate,32,2021_6_27_Office Supplies_Corporate
Office Supplies,28 June 2021,Consumer,326,2021_6_28_Office Supplies_Consumer
Office Supplies,28 June 2021,Corporate,40,2021_6_28_Office Supplies_Corporate
Office Supplies,29 June 2021,Consumer,169,2021_6_29_Office Supplies_Consumer
Office Supplies,30 June 2021,Consumer,35,2021_6_30_Office Supplies_Consumer
Office Supplies,01 July 2021,Consumer,75,2021_7_1_Office Supplies_Consumer
Office Supplies,01 July 2021,Home Office,103,2021_7_1_Office Supplies_Home Office
Office Supplies,02 July 2021,Consumer,8,2021_7_2_Office Supplies_Consumer
Office Supplies,02 July 2021,Corporate,44,2021_7_2_Office Supplies_Corporate
Office Supplies,03 July 2021,Consumer,18,2021_7_3_Office Supplies_Consumer
Office Supplies,03 July 2021,Corporate,889,2021_7_3_Office Supplies_Corporate
Office Supplies,04 July 2021,Consumer,64,2021_7_4_Office Supplies_Consumer
Office Supplies,07 July 2021,Consumer,104,2021_7_7_Office Supplies_Consumer
Office Supplies,07 July 2021,Corporate,68,2021_7_7_Office Supplies_Corporate
Office Supplies,07 July 2021,Home Office,24,2021_7_7_Office Supplies_Home Office
Office Supplies,08 July 2021,Consumer,88,2021_7_8_Office Supplies_Consumer
Office Supplies,08 July 2021,Corporate,53,2021_7_8_Office Supplies_Corporate
Office Supplies,10 July 2021,Consumer,560,2021_7_10_Office Supplies_Consumer
Office Supplies,10 July 2021,Home Office,48,2021_7_10_Office Supplies_Home Office
Office Supplies,14 July 2021,Consumer,409,2021_7_14_Office Supplies_Consumer
Office Supplies,14 July 2021,Corporate,104,2021_7_14_Office Supplies_Corporate
Office Supplies,15 July 2021,Corporate,97,2021_7_15_Office Supplies_Corporate
Office Supplies,15 July 2021,Home Office,39,2021_7_15_Office Supplies_Home Office
Office Supplies,16 July 2021,Consumer,6,2021_7_16_Office Supplies_Consumer
Office Supplies,16 July 2021,Corporate,164,2021_7_16_Office Supplies_Corporate
Office Supplies,17 July 2021,Consumer,854,2021_7_17_Office Supplies_Consumer
Office Supplies,17 July 2021,Corporate,255,2021_7_17_Office Supplies_Corporate
Office Supplies,18 July 2021,Corporate,822,2021_7_18_Office Supplies_Corporate
Office Supplies,18 July 2021,Home Office,345,2021_7_18_Office Supplies_Home Office
Office Supplies,19 July 2021,Consumer,458,2021_7_19_Office Supplies_Consumer
Office Supplies,21 July 2021,Consumer,6,2021_7_21_Office Supplies_Consumer
Office Supplies,21 July 2021,Corporate,683,2021_7_21_Office Supplies_Corporate
Office Supplies,22 July 2021,Consumer,949,2021_7_22_Office Supplies_Consumer
Office Supplies,22 July 2021,Corporate,102,2021_7_22_Office Supplies_Corporate
Office Supplies,22 July 2021,Home Office,82,2021_7_22_Office Supplies_Home Office
Office Supplies,23 July 2021,Consumer,200,2021_7_23_Office Supplies_Consumer
Office Supplies,23 July 2021,Corporate,52,2021_7_23_Office Supplies_Corporate
Office Supplies,23 July 2021,Home Office,12,2021_7_23_Office Supplies_Home Office
Office Supplies,24 July 2021,Consumer,67,2021_7_24_Office Supplies_Consumer
Office Supplies,25 July 2021,Consumer,187,2021_7_25_Office Supplies_Consumer
Office Supplies,25 July 2021,Corporate,305,2021_7_25_Office Supplies_Corporate
Office Supplies,25 July 2021,Home Office,60,2021_7_25_Office Supplies_Home Office
Office Supplies,28 July 2021,Consumer,"1,202",2021_7_28_Office Supplies_Consumer
Office Supplies,28 July 2021,Home Office,133,2021_7_28_Office Supplies_Home Office
Office Supplies,29 July 2021,Consumer,786,2021_7_29_Office Supplies_Consumer
Office Supplies,29 July 2021,Corporate,84,2021_7_29_Office Supplies_Corporate
Office Supplies,30 July 2021,Consumer,"1,067",2021_7_30_Office Supplies_Consumer
Office Supplies,30 July 2021,Corporate,651,2021_7_30_Office Supplies_Corporate
Office Supplies,30 July 2021,Home Office,9,2021_7_30_Office Supplies_Home Office
Office Supplies,31 July 2021,Consumer,306,2021_7_31_Office Supplies_Consumer
Office Supplies,01 August 2021,Corporate,61,2021_8_1_Office Supplies_Corporate
Office Supplies,02 August 2021,Corporate,11,2021_8_2_Office Supplies_Corporate
Office Supplies,03 August 2021,Consumer,77,2021_8_3_Office Supplies_Consumer
Office Supplies,04 August 2021,Consumer,4,2021_8_4_Office Supplies_Consumer
Office Supplies,04 August 2021,Corporate,30,2021_8_4_Office Supplies_Corporate
Office Supplies,04 August 2021,Home Office,53,2021_8_4_Office Supplies_Home Office
Office Supplies,05 August 2021,Corporate,185,2021_8_5_Office Supplies_Corporate
Office Supplies,06 August 2021,Consumer,39,2021_8_6_Office Supplies_Consumer
Office Supplies,06 August 2021,Corporate,62,2021_8_6_Office Supplies_Corporate
Office Supplies,08 August 2021,Consumer,71,2021_8_8_Office Supplies_Consumer
Office Supplies,08 August 2021,Home Office,453,2021_8_8_Office Supplies_Home Office
Office Supplies,09 August 2021,Consumer,648,2021_8_9_Office Supplies_Consumer
Office Supplies,09 August 2021,Home Office,15,2021_8_9_Office Supplies_Home Office
Office Supplies,11 August 2021,Home Office,165,2021_8_11_Office Supplies_Home Office
Office Supplies,12 August 2021,Consumer,"1,454",2021_8_12_Office Supplies_Consumer
Office Supplies,12 August 2021,Home Office,40,2021_8_12_Office Supplies_Home Office
Office Supplies,13 August 2021,Consumer,397,2021_8_13_Office Supplies_Consumer
Office Supplies,13 August 2021,Corporate,8,2021_8_13_Office Supplies_Corporate
Office Supplies,14 August 2021,Consumer,28,2021_8_14_Office Supplies_Consumer
Office Supplies,15 August 2021,Consumer,183,2021_8_15_Office Supplies_Consumer
Office Supplies,15 August 2021,Corporate,3,2021_8_15_Office Supplies_Corporate
Office Supplies,16 August 2021,Consumer,43,2021_8_16_Office Supplies_Consumer
Office Supplies,17 August 2021,Consumer,14,2021_8_17_Office Supplies_Consumer
Office Supplies,18 August 2021,Consumer,86,2021_8_18_Office Supplies_Consumer
Office Supplies,18 August 2021,Corporate,323,2021_8_18_Office Supplies_Corporate
Office Supplies,19 August 2021,Consumer,467,2021_8_19_Office Supplies_Consumer
Office Supplies,21 August 2021,Corporate,98,2021_8_21_Office Supplies_Corporate
Office Supplies,21 August 2021,Home Office,37,2021_8_21_Office Supplies_Home Office
Office Supplies,22 August 2021,Consumer,293,2021_8_22_Office Supplies_Consumer
Office Supplies,22 August 2021,Corporate,25,2021_8_22_Office Supplies_Corporate
Office Supplies,23 August 2021,Consumer,216,2021_8_23_Office Supplies_Consumer
Office Supplies,23 August 2021,Corporate,"1,081",2021_8_23_Office Supplies_Corporate
Office Supplies,23 August 2021,Home Office,789,2021_8_23_Office Supplies_Home Office
Office Supplies,26 August 2021,Consumer,207,2021_8_26_Office Supplies_Consumer
Office Supplies,26 August 2021,Corporate,178,2021_8_26_Office Supplies_Corporate
Office Supplies,27 August 2021,Consumer,331,2021_8_27_Office Supplies_Consumer
Office Supplies,27 August 2021,Corporate,98,2021_8_27_Office Supplies_Corporate
Office Supplies,28 August 2021,Consumer,41,2021_8_28_Office Supplies_Consumer
Office Supplies,28 August 2021,Corporate,17,2021_8_28_Office Supplies_Corporate
Office Supplies,29 August 2021,Corporate,15,2021_8_29_Office Supplies_Corporate
Office Supplies,29 August 2021,Home Office,101,2021_8_29_Office Supplies_Home Office
Office Supplies,30 August 2021,Consumer,171,2021_8_30_Office Supplies_Consumer
Office Supplies,31 August 2021,Consumer,23,2021_8_31_Office Supplies_Consumer
Office Supplies,01 September 2021,Consumer,427,2021_9_1_Office Supplies_Consumer
Office Supplies,01 September 2021,Corporate,75,2021_9_1_Office Supplies_Corporate
Office Supplies,01 September 2021,Home Office,"4,622",2021_9_1_Office Supplies_Home Office
Office Supplies,02 September 2021,Consumer,558,2021_9_2_Office Supplies_Consumer
Office Supplies,02 September 2021,Home Office,51,2021_9_2_Office Supplies_Home Office
Office Supplies,03 September 2021,Consumer,139,2021_9_3_Office Supplies_Consumer
Office Supplies,03 September 2021,Corporate,161,2021_9_3_Office Supplies_Corporate
Office Supplies,03 September 2021,Home Office,993,2021_9_3_Office Supplies_Home Office
Office Supplies,04 September 2021,Consumer,754,2021_9_4_Office Supplies_Consumer
Office Supplies,04 September 2021,Corporate,498,2021_9_4_Office Supplies_Corporate
Office Supplies,05 September 2021,Consumer,842,2021_9_5_Office Supplies_Consumer
Office Supplies,05 September 2021,Corporate,48,2021_9_5_Office Supplies_Corporate
Office Supplies,05 September 2021,Home Office,225,2021_9_5_Office Supplies_Home Office
Office Supplies,06 September 2021,Consumer,113,2021_9_6_Office Supplies_Consumer
Office Supplies,06 September 2021,Corporate,108,2021_9_6_Office Supplies_Corporate
Office Supplies,08 September 2021,Consumer,551,2021_9_8_Office Supplies_Consumer
Office Supplies,08 September 2021,Corporate,74,2021_9_8_Office Supplies_Corporate
Office Supplies,08 September 2021,Home Office,316,2021_9_8_Office Supplies_Home Office
Office Supplies,09 September 2021,Consumer,67,2021_9_9_Office Supplies_Consumer
Office Supplies,10 September 2021,Consumer,428,2021_9_10_Office Supplies_Consumer
Office Supplies,10 September 2021,Home Office,119,2021_9_10_Office Supplies_Home Office
Office Supplies,11 September 2021,Consumer,454,2021_9_11_Office Supplies_Consumer
Office Supplies,11 September 2021,Corporate,35,2021_9_11_Office Supplies_Corporate
Office Supplies,11 September 2021,Home Office,65,2021_9_11_Office Supplies_Home Office
Office Supplies,12 September 2021,Consumer,37,2021_9_12_Office Supplies_Consumer
Office Supplies,12 September 2021,Corporate,169,2021_9_12_Office Supplies_Corporate
Office Supplies,13 September 2021,Consumer,773,2021_9_13_Office Supplies_Consumer
Office Supplies,14 September 2021,Consumer,680,2021_9_14_Office Supplies_Consumer
Office Supplies,14 September 2021,Home Office,25,2021_9_14_Office Supplies_Home Office
Office Supplies,15 September 2021,Consumer,121,2021_9_15_Office Supplies_Consumer
Office Supplies,15 September 2021,Corporate,940,2021_9_15_Office Supplies_Corporate
Office Supplies,16 September 2021,Corporate,17,2021_9_16_Office Supplies_Corporate
Office Supplies,16 September 2021,Home Office,12,2021_9_16_Office Supplies_Home Office
Office Supplies,17 September 2021,Consumer,507,2021_9_17_Office Supplies_Consumer
Office Supplies,17 September 2021,Corporate,57,2021_9_17_Office Supplies_Corporate
Office Supplies,17 September 2021,Home Office,12,2021_9_17_Office Supplies_Home Office
Office Supplies,18 September 2021,Consumer,859,2021_9_18_Office Supplies_Consumer
Office Supplies,18 September 2021,Corporate,380,2021_9_18_Office Supplies_Corporate
Office Supplies,19 September 2021,Consumer,223,2021_9_19_Office Supplies_Consumer
Office Supplies,19 September 2021,Corporate,9,2021_9_19_Office Supplies_Corporate
Office Supplies,19 September 2021,Home Office,"1,642",2021_9_19_Office Supplies_Home Office
Office Supplies,20 September 2021,Consumer,424,2021_9_20_Office Supplies_Consumer
Office Supplies,20 September 2021,Corporate,485,2021_9_20_Office Supplies_Corporate
Office Supplies,22 September 2021,Consumer,97,2021_9_22_Office Supplies_Consumer
Office Supplies,22 September 2021,Corporate,41,2021_9_22_Office Supplies_Corporate
Office Supplies,22 September 2021,Home Office,205,2021_9_22_Office Supplies_Home Office
Office Supplies,23 September 2021,Consumer,116,2021_9_23_Office Supplies_Consumer
Office Supplies,23 September 2021,Corporate,54,2021_9_23_Office Supplies_Corporate
Office Supplies,23 September 2021,Home Office,33,2021_9_23_Office Supplies_Home Office
Office Supplies,24 September 2021,Consumer,14,2021_9_24_Office Supplies_Consumer
Office Supplies,24 September 2021,Corporate,839,2021_9_24_Office Supplies_Corporate
Office Supplies,24 September 2021,Home Office,501,2021_9_24_Office Supplies_Home Office
Office Supplies,25 September 2021,Consumer,689,2021_9_25_Office Supplies_Consumer
Office Supplies,25 September 2021,Corporate,92,2021_9_25_Office Supplies_Corporate
Office Supplies,26 September 2021,Consumer,149,2021_9_26_Office Supplies_Consumer
Office Supplies,26 September 2021,Corporate,113,2021_9_26_Office Supplies_Corporate
Office Supplies,26 September 2021,Home Office,293,2021_9_26_Office Supplies_Home Office
Office Supplies,27 September 2021,Consumer,30,2021_9_27_Office Supplies_Consumer
Office Supplies,27 September 2021,Corporate,3,2021_9_27_Office Supplies_Corporate
Office Supplies,28 September 2021,Corporate,94,2021_9_28_Office Supplies_Corporate
Office Supplies,29 September 2021,Consumer,147,2021_9_29_Office Supplies_Consumer
Office Supplies,29 September 2021,Corporate,26,2021_9_29_Office Supplies_Corporate
Office Supplies,29 September 2021,Home Office,44,2021_9_29_Office Supplies_Home Office
Office Supplies,30 September 2021,Consumer,2,2021_9_30_Office Supplies_Consumer
Office Supplies,01 October 2021,Consumer,59,2021_10_1_Office Supplies_Consumer
Office Supplies,02 October 2021,Consumer,56,2021_10_2_Office Supplies_Consumer
Office Supplies,02 October 2021,Corporate,826,2021_10_2_Office Supplies_Corporate
Office Supplies,03 October 2021,Consumer,15,2021_10_3_Office Supplies_Consumer
Office Supplies,03 October 2021,Home Office,102,2021_10_3_Office Supplies_Home Office
Office Supplies,04 October 2021,Consumer,59,2021_10_4_Office Supplies_Consumer
Office Supplies,04 October 2021,Home Office,158,2021_10_4_Office Supplies_Home Office
Office Supplies,06 October 2021,Consumer,29,2021_10_6_Office Supplies_Consumer
Office Supplies,06 October 2021,Home Office,28,2021_10_6_Office Supplies_Home Office
