Sample_20__2d__20_Orders_Categ_2e_seg_20_ID,Sample_20__2d__20_Orders_Order_20_Date,Sample_20__2d__20_Orders_Category,Sample_20__2d__20_Orders_Segment,Sample_20__2d__20_Orders_City,Sample_20__2d__20_Orders_Country_2f_Region,Sample_20__2d__20_Orders_Product_20_Name,Sample_20__2d__20_Orders_Region,Sample_20__2d__20_Orders_Ship_20_Date,Sample_20__2d__20_Orders_Ship_20_Mode,Sample_20__2d__20_Orders_Ship_20_Status,Sample_20__2d__20_Orders_State_2f_Province,Sample_20__2d__20_Orders_Sub_2d_Category,Sample_20__2d__20_Orders_Days_20_to_20_Ship_20_Actual,Sample_20__2d__20_Orders_Days_20_to_20_Ship_20_Scheduled,Sample_20__2d__20_Orders_Discount_2c__25_,Sample_20__2d__20_Orders_Profit_2c__24_,Sample_20__2d__20_Orders_Quantity,Sample_20__2d__20_Orders_Sales_2c__24_,Sample_20__2d__20_Orders_Sales_20_Forecast_2c__24_
2020_7_26_Furniture_Corporate,26 July 2020,Furniture,Corporate,Glendale,United States,Office Star - Contemporary Task Swivel Chair,West,31 July 2020,Standard Class,Shipped Early,Arizona,Chairs,5,6,20,13,3,266,399
2020_7_26_Office Supplies_Consumer,26 July 2020,Office Supplies,Consumer,Philadelphia,United States,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",East,26 July 2020,Same Day,Shipped On Time,Pennsylvania,Paper,0,0,20,4,2,10,16
2020_7_26_Office Supplies_Consumer,26 July 2020,Office Supplies,Consumer,San Francisco,United States,Airmail Envelopes,West,02 August 2020,Standard Class,Shipped Late,California,Envelopes,7,6,0,79,2,168,251
2020_7_26_Office Supplies_Corporate,26 July 2020,Office Supplies,Corporate,Oxnard,United States,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",West,31 July 2020,Standard Class,Shipped Early,California,Binders,5,6,20,3,3,9,14
2020_7_26_Office Supplies_Corporate,26 July 2020,Office Supplies,Corporate,Oxnard,United States,Newell 334,West,31 July 2020,Standard Class,Shipped Early,California,Art,5,6,0,26,5,99,149
2020_7_26_Office Supplies_Corporate,26 July 2020,Office Supplies,Corporate,Oxnard,United States,Tuff Stuff Recycled Round Ring Binders,West,31 July 2020,Standard Class,Shipped Early,California,Binders,5,6,20,8,6,23,35
2020_7_27_Technology_Consumer,27 July 2020,Technology,Consumer,Louisville,United States,Mediabridge Sport Armband iPhone 5s,South,02 August 2020,Standard Class,Shipped On Time,Kentucky,Phones,6,6,0,0,3,30,45
2020_7_3_Furniture_Consumer,03 July 2020,Furniture,Consumer,Richmond,United States,Novimex High-Tech Fabric Mesh Task Chair,South,09 July 2020,Standard Class,Shipped On Time,Kentucky,Chairs,6,6,0,5,1,71,106
2020_7_3_Furniture_Corporate,03 July 2020,Furniture,Corporate,Philadelphia,United States,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,East,05 July 2020,First Class,Shipped Late,Pennsylvania,Furnishings,2,1,20,29,2,168,252
2020_7_3_Furniture_Corporate,03 July 2020,Furniture,Corporate,Philadelphia,United States,"Howard Miller 12"" Round Wall Clock",East,05 July 2020,First Class,Shipped Late,Pennsylvania,Furnishings,2,1,20,57,9,283,424
2020_7_3_Office Supplies_Consumer,03 July 2020,Office Supplies,Consumer,Richmond,United States,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",South,09 July 2020,Standard Class,Shipped On Time,Kentucky,Labels,6,6,0,145,3,295,442
2020_7_3_Office Supplies_Corporate,03 July 2020,Office Supplies,Corporate,Philadelphia,United States,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",East,05 July 2020,First Class,Shipped Late,Pennsylvania,Paper,2,1,20,2,2,7,10
2020_7_30_Furniture_Consumer,30 July 2020,Furniture,Consumer,San Francisco,United States,Regeneration Desk Collection,West,31 July 2020,First Class,Shipped On Time,California,Furnishings,1,1,0,2,3,5,8
2020_7_30_Furniture_Home Office,30 July 2020,Furniture,Home Office,Lakeville,United States,"Global Stack Chair without Arms, Black",Central,01 August 2020,First Class,Shipped Late,Minnesota,Chairs,2,1,0,39,6,156,233
2020_7_30_Office Supplies_Consumer,30 July 2020,Office Supplies,Consumer,San Francisco,United States,Presstex Flexible Ring Binders,West,31 July 2020,First Class,Shipped On Time,California,Binders,1,1,20,4,3,11,16
2020_7_30_Office Supplies_Corporate,30 July 2020,Office Supplies,Corporate,Houston,United States,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Central,03 August 2020,Second Class,Shipped Late,Texas,Storage,4,3,20,6,4,62,93
2020_7_30_Technology_Consumer,30 July 2020,Technology,Consumer,San Francisco,United States,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,West,31 July 2020,First Class,Shipped On Time,California,Accessories,1,1,0,92,7,210,314
2020_7_31_Furniture_Consumer,31 July 2020,Furniture,Consumer,New York City,United States,"Bevis Round Bullnose 29"" High Table Top",East,31 July 2020,Same Day,Shipped On Time,New York,Tables,0,0,40,291,7,"1,091",1634
2020_7_31_Office Supplies_Consumer,31 July 2020,Office Supplies,Consumer,New York City,United States,Xerox 212,East,31 July 2020,Same Day,Shipped On Time,New York,Paper,0,0,0,9,3,19,29
2020_7_31_Office Supplies_Corporate,31 July 2020,Office Supplies,Corporate,Saint Louis,United States,"Acme 10"" Easy Grip Assistive Scissors",Central,06 August 2020,Standard Class,Shipped On Time,Missouri,Supplies,6,6,0,16,3,53,79
2020_7_31_Technology_Consumer,31 July 2020,Technology,Consumer,New York City,United States,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,East,31 July 2020,Same Day,Shipped On Time,New York,Accessories,0,0,0,762,7,"2,310",3459
2020_7_31_Technology_Corporate,31 July 2020,Technology,Corporate,Hattiesburg,United States,Microsoft Sculpt Comfort Mouse,South,06 August 2020,Standard Class,Shipped On Time,Mississippi,Accessories,6,6,0,105,6,240,359
2020_7_4_Office Supplies_Home Office,04 July 2020,Office Supplies,Home Office,New York City,United States,Colorific Watercolor Pencils,East,08 July 2020,Standard Class,Shipped Early,New York,Art,4,6,0,4,3,15,23
2020_7_4_Office Supplies_Home Office,04 July 2020,Office Supplies,Home Office,San Diego,United States,Avery Premier Heavy-Duty Binder with Round Locking Rings,West,08 July 2020,Second Class,Shipped Late,California,Binders,4,3,20,7,2,23,34
2020_7_4_Technology_Consumer,04 July 2020,Technology,Consumer,Milwaukee,United States,Mitel MiVoice 5330e IP Phone,Central,09 July 2020,Standard Class,Shipped Early,Wisconsin,Phones,5,6,0,286,4,"1,100",1647
2020_7_5_Furniture_Corporate,05 July 2020,Furniture,Corporate,Charlotte,United States,Stackable Trays,South,11 July 2020,Standard Class,Shipped On Time,North Carolina,Furnishings,6,6,20,1,2,5,7
2020_7_5_Furniture_Corporate,05 July 2020,Furniture,Corporate,Fayetteville,United States,Stackable Trays,South,10 July 2020,Second Class,Shipped Late,North Carolina,Furnishings,5,3,20,1,2,5,7
2020_7_5_Office Supplies_Consumer,05 July 2020,Office Supplies,Consumer,Philadelphia,United States,Acco Perma 4000 Stacking Storage Drawers,East,10 July 2020,Standard Class,Shipped Early,Pennsylvania,Storage,5,6,20,2,3,39,58
2020_7_5_Office Supplies_Corporate,05 July 2020,Office Supplies,Corporate,Charlotte,United States,Avery 508,South,11 July 2020,Standard Class,Shipped On Time,North Carolina,Labels,6,6,20,4,3,12,18
2020_7_5_Office Supplies_Corporate,05 July 2020,Office Supplies,Corporate,Fayetteville,United States,Wilson Jones Turn Tabs Binder Tool for Ring Binders,South,10 July 2020,Second Class,Shipped Late,North Carolina,Binders,5,3,70,6,5,7,11
2020_7_5_Office Supplies_Home Office,05 July 2020,Office Supplies,Home Office,Sterling Heights,United States,Durable Pressboard Binders,Central,10 July 2020,Standard Class,Shipped Early,Michigan,Binders,5,6,0,9,5,19,28
2020_7_5_Technology_Consumer,05 July 2020,Technology,Consumer,Philadelphia,United States,HP Standard 104 key PS/2 Keyboard,East,10 July 2020,Standard Class,Shipped Early,Pennsylvania,Accessories,5,6,20,2,3,35,52
2020_7_6_Furniture_Consumer,06 July 2020,Furniture,Consumer,Pasadena,United States,Novimex Turbo Task Chair,West,11 July 2020,Standard Class,Shipped Early,California,Chairs,5,6,20,17,3,170,255
2020_7_6_Furniture_Corporate,06 July 2020,Furniture,Corporate,New York City,United States,G.E. Halogen Desk Lamp Bulbs,East,10 July 2020,Standard Class,Shipped Early,New York,Furnishings,4,6,0,7,2,14,21
2020_7_6_Furniture_Corporate,06 July 2020,Furniture,Corporate,New York City,United States,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",East,10 July 2020,Standard Class,Shipped Early,New York,Furnishings,4,6,0,64,3,156,233
2020_7_6_Furniture_Home Office,06 July 2020,Furniture,Home Office,Holyoke,United States,Bush Mission Pointe Library,East,11 July 2020,Standard Class,Shipped Early,Massachusetts,Bookcases,5,6,0,60,2,302,452
2020_7_6_Office Supplies_Corporate,06 July 2020,Office Supplies,Corporate,New York City,United States,Iceberg Mobile Mega Data/Printer Cart,East,10 July 2020,Standard Class,Shipped Early,New York,Storage,4,6,0,156,5,602,901
2020_7_6_Office Supplies_Corporate,06 July 2020,Office Supplies,Corporate,Vineland,United States,Newell 333,East,12 July 2020,Standard Class,Shipped On Time,New Jersey,Art,6,6,0,3,4,11,17
2020_7_6_Technology_Corporate,06 July 2020,Technology,Corporate,New York City,United States,OtterBox Commuter Series Case - Samsung Galaxy S4,East,10 July 2020,Standard Class,Shipped Early,New York,Phones,4,6,0,2,5,125,187
2020_7_8_Office Supplies_Consumer,08 July 2020,Office Supplies,Consumer,Houston,United States,Xerox 1990,Central,08 July 2020,Same Day,Shipped On Time,Texas,Paper,0,0,20,7,5,21,32
2020_7_9_Furniture_Consumer,09 July 2020,Furniture,Consumer,Clinton,United States,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,East,14 July 2020,Standard Class,Shipped Early,Maryland,Furnishings,5,6,0,20,2,182,273
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Clinton,United States,Advantus Map Pennant Flags and Round Head Tacks,East,14 July 2020,Standard Class,Shipped Early,Maryland,Fasteners,5,6,0,5,4,16,24
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Clinton,United States,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",East,14 July 2020,Standard Class,Shipped Early,Maryland,Labels,5,6,0,6,3,12,19
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Clinton,United States,GBC Recycled VeloBinder Covers,East,14 July 2020,Standard Class,Shipped Early,Maryland,Binders,5,6,0,71,9,153,230
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Clinton,United States,"Performers Binder/Pad Holder, Black",East,14 July 2020,Standard Class,Shipped Early,Maryland,Binders,5,6,0,42,3,84,126
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Clinton,United States,Prismacolor Color Pencil Set,East,14 July 2020,Standard Class,Shipped Early,Maryland,Art,5,6,0,33,4,79,119
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Clinton,United States,Project Tote Personal File,East,14 July 2020,Standard Class,Shipped Early,Maryland,Storage,5,6,0,28,7,98,147
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Clinton,United States,Wilson Jones Active Use Binders,East,14 July 2020,Standard Class,Shipped Early,Maryland,Binders,5,6,0,21,6,44,65
2020_7_9_Office Supplies_Consumer,09 July 2020,Office Supplies,Consumer,Nashville,United States,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,14 July 2020,Standard Class,Shipped Early,Tennessee,Art,5,6,20,1,3,5,8
2020_7_9_Office Supplies_Corporate,09 July 2020,Office Supplies,Corporate,Dallas,United States,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Central,13 July 2020,Standard Class,Shipped Early,Texas,Appliances,4,6,80,122,2,49,73
2020_7_9_Office Supplies_Corporate,09 July 2020,Office Supplies,Corporate,Franklin,United States,Tops Wirebound Message Log Books,East,13 July 2020,Standard Class,Shipped Early,Massachusetts,Paper,4,6,0,3,2,7,10
2020_7_9_Office Supplies_Corporate,09 July 2020,Office Supplies,Corporate,Franklin,United States,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",East,13 July 2020,Standard Class,Shipped Early,Massachusetts,Binders,4,6,0,59,3,123,184
2020_7_9_Technology_Consumer,09 July 2020,Technology,Consumer,Clinton,United States,Fellowes Powershred HS-440 4-Sheet High Security Shredder,East,14 July 2020,Standard Class,Shipped Early,Maryland,Machines,5,6,0,209,3,465,696
2020_7_9_Technology_Consumer,09 July 2020,Technology,Consumer,Philadelphia,United States,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,East,14 July 2020,Second Class,Shipped Late,Pennsylvania,Phones,5,3,40,40,3,270,404
2020_8_1_Furniture_Home Office,01 August 2020,Furniture,Home Office,Los Angeles,United States,Hon 2111 Invitation Series Corner Table,West,07 August 2020,Standard Class,Shipped On Time,California,Tables,6,6,20,176,6,"1,005",1505
2020_8_1_Office Supplies_Home Office,01 August 2020,Office Supplies,Home Office,Los Angeles,United States,Prang Dustless Chalk Sticks,West,07 August 2020,Standard Class,Shipped On Time,California,Art,6,6,0,3,4,7,10
2020_8_10_Office Supplies_Consumer,10 August 2020,Office Supplies,Consumer,Detroit,United States,GBC Binding covers,Central,14 August 2020,Standard Class,Shipped Early,Michigan,Binders,4,6,0,29,5,65,97
2020_8_10_Office Supplies_Consumer,10 August 2020,Office Supplies,Consumer,Redmond,United States,Fellowes 8 Outlet Superior Workstation Surge Protector,West,16 August 2020,Standard Class,Shipped On Time,Oregon,Appliances,6,6,20,15,4,133,200
2020_8_10_Office Supplies_Home Office,10 August 2020,Office Supplies,Home Office,Eagan,United States,Avery 480,Central,16 August 2020,Standard Class,Shipped On Time,Minnesota,Labels,6,6,0,2,1,4,6
2020_8_10_Office Supplies_Home Office,10 August 2020,Office Supplies,Home Office,Eagan,United States,Avery 489,Central,16 August 2020,Standard Class,Shipped On Time,Minnesota,Labels,6,6,0,20,4,41,62
2020_8_10_Office Supplies_Home Office,10 August 2020,Office Supplies,Home Office,Eagan,United States,Peel-Off China Markers,Central,16 August 2020,Standard Class,Shipped On Time,Minnesota,Art,6,6,0,13,3,30,45
2020_8_10_Technology_Consumer,10 August 2020,Technology,Consumer,Redmond,United States,AT&T 1080 Corded phone,West,16 August 2020,Standard Class,Shipped On Time,Oregon,Phones,6,6,20,38,4,438,656
2020_8_10_Technology_Consumer,10 August 2020,Technology,Consumer,Redmond,United States,OtterBox Commuter Series Case - Samsung Galaxy S4,West,16 August 2020,Standard Class,Shipped On Time,Oregon,Phones,6,6,20,31,7,140,210
2020_8_11_Furniture_Consumer,11 August 2020,Furniture,Consumer,Raleigh,United States,"Executive Impressions 13"" Clairmont Wall Clock",South,16 August 2020,Standard Class,Shipped Early,North Carolina,Furnishings,5,6,20,12,3,46,69
2020_8_11_Office Supplies_Home Office,11 August 2020,Office Supplies,Home Office,New York City,United States,Newell 330,East,15 August 2020,Standard Class,Shipped Early,New York,Art,4,6,0,3,2,12,18
2020_8_11_Technology_Home Office,11 August 2020,Technology,Home Office,New York City,United States,AT&T 841000 Phone,East,15 August 2020,Standard Class,Shipped Early,New York,Phones,4,6,0,35,2,138,207
2020_8_13_Furniture_Consumer,13 August 2020,Furniture,Consumer,Pomona,United States,Ultra Door Pull Handle,West,13 August 2020,Same Day,Shipped On Time,California,Furnishings,0,0,0,10,3,32,47
2020_8_13_Office Supplies_Consumer,13 August 2020,Office Supplies,Consumer,Marietta,United States,3-ring staple pack,South,17 August 2020,Standard Class,Shipped Early,Georgia,Binders,4,6,0,3,3,6,8
2020_8_13_Office Supplies_Consumer,13 August 2020,Office Supplies,Consumer,Philadelphia,United States,Fellowes High-Stak Drawer Files,East,16 August 2020,First Class,Shipped Late,Pennsylvania,Storage,3,1,20,16,3,423,633
2020_8_13_Office Supplies_Consumer,13 August 2020,Office Supplies,Consumer,Richmond,United States,Avery Round Ring Poly Binders,Central,17 August 2020,Second Class,Shipped Late,Indiana,Binders,4,3,0,6,4,11,17
2020_8_13_Office Supplies_Corporate,13 August 2020,Office Supplies,Corporate,Greensboro,United States,Newell 309,South,15 August 2020,First Class,Shipped Late,North Carolina,Art,2,1,20,8,7,65,97
2020_8_13_Office Supplies_Corporate,13 August 2020,Office Supplies,Corporate,Yucaipa,United States,50 Colored Long Pencils,West,20 August 2020,Standard Class,Shipped Late,California,Art,7,6,0,13,5,51,76
2020_8_15_Furniture_Consumer,15 August 2020,Furniture,Consumer,Oakland,United States,Tensor Computer Mounted Lamp,West,19 August 2020,Standard Class,Shipped Early,California,Furnishings,4,6,0,28,7,104,156
2020_8_15_Office Supplies_Consumer,15 August 2020,Office Supplies,Consumer,Oakland,United States,Mobile Personal File Cube,West,19 August 2020,Standard Class,Shipped Early,California,Storage,4,6,0,19,3,70,105
2020_8_15_Office Supplies_Corporate,15 August 2020,Office Supplies,Corporate,Los Angeles,United States,Fellowes Super Stor/Drawer Files,West,19 August 2020,Standard Class,Shipped Early,California,Storage,4,6,0,61,2,323,484
2020_8_16_Furniture_Consumer,16 August 2020,Furniture,Consumer,Philadelphia,United States,O'Sullivan Plantations 2-Door Library in Landvery Oak,East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Bookcases,4,6,50,205,3,301,451
2020_8_16_Furniture_Corporate,16 August 2020,Furniture,Corporate,Philadelphia,United States,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Furnishings,4,6,20,0,3,254,381
2020_8_16_Office Supplies_Consumer,16 August 2020,Office Supplies,Consumer,Philadelphia,United States,Iris Project Case,East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Storage,4,6,20,3,7,45,67
2020_8_16_Office Supplies_Consumer,16 August 2020,Office Supplies,Consumer,Phoenix,United States,Avery 488,West,22 August 2020,Standard Class,Shipped On Time,Arizona,Labels,6,6,20,2,2,5,8
2020_8_16_Office Supplies_Consumer,16 August 2020,Office Supplies,Consumer,Phoenix,United States,Newell 346,West,22 August 2020,Standard Class,Shipped On Time,Arizona,Art,6,6,20,0,1,2,3
2020_8_16_Office Supplies_Consumer,16 August 2020,Office Supplies,Consumer,Phoenix,United States,Xerox 1891,West,22 August 2020,Standard Class,Shipped On Time,Arizona,Paper,6,6,20,106,8,313,469
2020_8_16_Office Supplies_Corporate,16 August 2020,Office Supplies,Corporate,Philadelphia,United States,"Avery Durable Plastic 1"" Binders",East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70,2,2,3,4
2020_8_16_Office Supplies_Corporate,16 August 2020,Office Supplies,Corporate,Philadelphia,United States,Avery Durable Slant Ring Binders With Label Holder,East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70,3,3,4,6
2020_8_16_Office Supplies_Corporate,16 August 2020,Office Supplies,Corporate,Philadelphia,United States,Xerox 199,East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Paper,4,6,20,3,3,10,15
2020_8_16_Office Supplies_Corporate,16 August 2020,Office Supplies,Corporate,Philadelphia,United States,Xerox 227,East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Paper,4,6,20,4,2,10,16
2020_8_16_Technology_Consumer,16 August 2020,Technology,Consumer,Phoenix,United States,Samsung Galaxy S4 Mini,West,22 August 2020,Standard Class,Shipped On Time,Arizona,Phones,6,6,20,211,5,"1,880",2815
2020_8_16_Technology_Corporate,16 August 2020,Technology,Corporate,Philadelphia,United States,Cisco IP Phone 7961G-GE VoIP phone,East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Phones,4,6,40,113,4,520,778
2020_8_16_Technology_Corporate,16 August 2020,Technology,Corporate,Philadelphia,United States,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,East,20 August 2020,Standard Class,Shipped Early,Pennsylvania,Accessories,4,6,20,5,3,31,47
2020_8_17_Office Supplies_Consumer,17 August 2020,Office Supplies,Consumer,Peoria,United States,Newell 336,West,23 August 2020,Standard Class,Shipped On Time,Arizona,Art,6,6,20,1,3,10,15
2020_8_17_Office Supplies_Consumer,17 August 2020,Office Supplies,Consumer,Peoria,United States,Xerox 21,West,23 August 2020,Standard Class,Shipped On Time,Arizona,Paper,6,6,20,13,7,36,54
2020_8_17_Office Supplies_Corporate,17 August 2020,Office Supplies,Corporate,New Bedford,United States,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,East,21 August 2020,Standard Class,Shipped Early,Massachusetts,Binders,4,6,0,23,9,52,78
2020_8_17_Technology_Consumer,17 August 2020,Technology,Consumer,Peoria,United States,First Data FD10 PIN Pad,West,23 August 2020,Standard Class,Shipped On Time,Arizona,Accessories,6,6,20,32,4,253,379
2020_8_17_Technology_Consumer,17 August 2020,Technology,Consumer,Peoria,United States,Imation Clip USB flash drive - 8 GB,West,23 August 2020,Standard Class,Shipped On Time,Arizona,Accessories,6,6,20,5,2,30,45
2020_8_2_Furniture_Consumer,02 August 2020,Furniture,Consumer,Springfield,United States,Balt Split Level Computer Training Table,West,06 August 2020,Standard Class,Shipped Early,Oregon,Tables,4,6,50,189,4,278,416
2020_8_2_Furniture_Home Office,02 August 2020,Furniture,Home Office,Providence,United States,Office Star Flex Back Scooter Chair with White Frame,East,05 August 2020,Second Class,Shipped On Time,Rhode Island,Chairs,3,3,0,16,1,111,166
2020_8_2_Office Supplies_Consumer,02 August 2020,Office Supplies,Consumer,Seattle,United States,Ibico Presentation Index for Binding Systems,West,06 August 2020,Standard Class,Shipped Early,Washington,Binders,4,6,20,2,2,6,10
2020_8_2_Office Supplies_Home Office,02 August 2020,Office Supplies,Home Office,Providence,United States,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",East,05 August 2020,Second Class,Shipped On Time,Rhode Island,Paper,3,3,0,4,2,8,13
2020_8_2_Technology_Consumer,02 August 2020,Technology,Consumer,Seattle,United States,Okidata C331dn Printer,West,06 August 2020,Standard Class,Shipped Early,Washington,Machines,4,6,20,42,2,558,836
2020_8_2_Technology_Home Office,02 August 2020,Technology,Home Office,Providence,United States,Logitech G700s Rechargeable Gaming Mouse,East,05 August 2020,Second Class,Shipped On Time,Rhode Island,Accessories,3,3,0,84,2,200,299
2020_8_2_Technology_Home Office,02 August 2020,Technology,Home Office,Providence,United States,Plantronics MX500i Earset,East,05 August 2020,Second Class,Shipped On Time,Rhode Island,Phones,3,3,0,4,3,129,193
2020_8_21_Furniture_Corporate,21 August 2020,Furniture,Corporate,San Francisco,United States,Sauder Camden County Collection Library,West,26 August 2020,Standard Class,Shipped Early,California,Bookcases,5,6,15,34,6,586,878
2020_8_21_Furniture_Corporate,21 August 2020,Furniture,Corporate,Springfield,United States,Global Commerce Series High-Back Swivel/Tilt Chairs,East,25 August 2020,Standard Class,Shipped Early,Ohio,Chairs,4,6,30,43,3,598,896
2020_8_21_Furniture_Corporate,21 August 2020,Furniture,Corporate,Springfield,United States,Tenex Chairmats For Use with Hard Floors,East,25 August 2020,Standard Class,Shipped Early,Ohio,Furnishings,4,6,20,4,1,26,39
2020_8_21_Furniture_Home Office,21 August 2020,Furniture,Home Office,San Francisco,United States,Hon GuestStacker Chair,West,23 August 2020,First Class,Shipped Late,California,Chairs,2,1,20,41,3,544,815
2020_8_21_Office Supplies_Corporate,21 August 2020,Office Supplies,Corporate,Florence,United States,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",South,26 August 2020,Standard Class,Shipped Early,Kentucky,Art,5,6,0,10,12,36,54
2020_8_21_Office Supplies_Corporate,21 August 2020,Office Supplies,Corporate,Florence,United States,"Quartet Omega Colored Chalk, 12/Pack",South,26 August 2020,Standard Class,Shipped Early,Kentucky,Art,5,6,0,8,3,18,26
2020_8_21_Office Supplies_Corporate,21 August 2020,Office Supplies,Corporate,San Francisco,United States,Carina Double Wide Media Storage Towers in Natural & Black,West,26 August 2020,Standard Class,Shipped Early,California,Storage,5,6,0,3,1,81,121
2020_8_21_Office Supplies_Corporate,21 August 2020,Office Supplies,Corporate,Springfield,United States,Acco D-Ring Binder w/DublLock,East,25 August 2020,Standard Class,Shipped Early,Ohio,Binders,4,6,70,9,2,13,19
2020_8_21_Office Supplies_Home Office,21 August 2020,Office Supplies,Home Office,Allentown,United States,GBC DocuBind P100 Manual Binding Machine,East,25 August 2020,Standard Class,Shipped Early,Pennsylvania,Binders,4,6,70,83,2,100,149
2020_8_21_Office Supplies_Home Office,21 August 2020,Office Supplies,Home Office,Allentown,United States,"SAFCO Commercial Wire Shelving, Black",East,25 August 2020,Standard Class,Shipped Early,Pennsylvania,Storage,4,6,20,166,6,663,993
2020_8_21_Office Supplies_Home Office,21 August 2020,Office Supplies,Home Office,Allentown,United States,Staple remover,East,25 August 2020,Standard Class,Shipped Early,Pennsylvania,Supplies,4,6,20,1,2,3,5
2020_8_21_Office Supplies_Home Office,21 August 2020,Office Supplies,Home Office,Allentown,United States,Xerox 1979,East,25 August 2020,Standard Class,Shipped Early,Pennsylvania,Paper,4,6,20,15,2,50,74
2020_8_21_Office Supplies_Home Office,21 August 2020,Office Supplies,Home Office,San Francisco,United States,Xerox 191,West,23 August 2020,First Class,Shipped Late,California,Paper,2,1,0,28,3,60,90
2020_8_21_Office Supplies_Home Office,21 August 2020,Office Supplies,Home Office,San Francisco,United States,Xerox 1927,West,23 August 2020,First Class,Shipped Late,California,Paper,2,1,0,2,1,4,6
2020_8_21_Office Supplies_Home Office,21 August 2020,Office Supplies,Home Office,San Francisco,United States,Xerox 1974,West,23 August 2020,First Class,Shipped Late,California,Paper,2,1,0,12,4,24,36
2020_8_21_Technology_Home Office,21 August 2020,Technology,Home Office,Allentown,United States,Sabrent 4-Port USB 2.0 Hub,East,25 August 2020,Standard Class,Shipped Early,Pennsylvania,Accessories,4,6,20,4,4,22,33
2020_8_22_Office Supplies_Corporate,22 August 2020,Office Supplies,Corporate,New York City,United States,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",East,25 August 2020,First Class,Shipped Late,New York,Binders,3,1,20,16,6,50,75
2020_8_22_Office Supplies_Home Office,22 August 2020,Office Supplies,Home Office,New York City,United States,Newell Chalk Holder,East,26 August 2020,Standard Class,Shipped Early,New York,Art,4,6,0,8,4,17,25
2020_8_23_Office Supplies_Consumer,23 August 2020,Office Supplies,Consumer,Atlanta,United States,"Acco Six-Outlet Power Strip, 4' Cord Length",South,28 August 2020,Standard Class,Shipped Early,Georgia,Appliances,5,6,0,7,3,26,39
2020_8_23_Office Supplies_Consumer,23 August 2020,Office Supplies,Consumer,Atlanta,United States,Avanti 4.4 Cu. Ft. Refrigerator,South,28 August 2020,Standard Class,Shipped Early,Georgia,Appliances,5,6,0,152,3,543,813
2020_8_23_Office Supplies_Consumer,23 August 2020,Office Supplies,Consumer,Atlanta,United States,Avery 474,South,28 August 2020,Standard Class,Shipped Early,Georgia,Labels,5,6,0,4,3,9,13
2020_8_23_Office Supplies_Consumer,23 August 2020,Office Supplies,Consumer,Atlanta,United States,Xerox 1890,South,28 August 2020,Standard Class,Shipped Early,Georgia,Paper,5,6,0,49,2,98,147
2020_8_23_Office Supplies_Consumer,23 August 2020,Office Supplies,Consumer,Atlanta,United States,Xerox 1944,South,28 August 2020,Standard Class,Shipped Early,Georgia,Paper,5,6,0,95,5,194,290
2020_8_23_Office Supplies_Consumer,23 August 2020,Office Supplies,Consumer,Atlanta,United States,Xerox 1962,South,28 August 2020,Standard Class,Shipped Early,Georgia,Paper,5,6,0,10,5,21,32
